model,index,N,z,k,delta_k,delta_log_Mhol2,delta_log_s,log_R,delta_log_R,mass_delta_g_inverse2,anomaly_delta_g_inverse2,physical_uv_delta_f,matched_delta_g_inverse2,holomorphic_uv_delta_alpha,physical_uv_delta_alpha,split_delta_alpha,taylor_delta_alpha,shape_chi,shape_time,shape_matched,kahler_delta_g_inverse2,kahler_wrong_boundary_delta_g_inverse2,kahler_negative_control_shift,kahler_mass_invariance_error,kahler_negative_control_residual,konishi_delta_g_inverse2,konishi_wrong_boundary_delta_g_inverse2,konishi_negative_control_shift,konishi_mass_invariance_error,konishi_negative_control_residual,high_low_identity_residual,scalar_min_over_s
global,650,-0.6021468027047663,0.8260347318217207,0.0,0.0,0.00464845516348223510093767032218,0.00464845516348223510093767032218,-1.33475168605692097877298610162e-92,-9.81105890872413747465562614284e-93,-0.0000588733724090445987848878052328,0.0,0.0,-0.0000588733724090445987848878052328,0.00000539879021653024244793932821831,0.00000539879021653024244793932821831,-1.89913039026520381042935050568e-96,0.00000541135776724764705739773455651,0.30035027308396729895392802788,0.320270303632181361307328628953,0.301967227539673984225873578214,-0.0000588733724090445987848878052328,-0.0000588733724090445987848878052328,0.0,4.60138833725141858017504398467e-181,-5.62618620850740463278709038255e-182,-0.0000588733724090445987848878052328,-0.000724496540860953133695465495212,-0.00066562316845190853491057768998,4.60138833725141858017504398467e-181,-5.57764656278694859281794685768e-182,-5.62618620850740463278709038255e-182,1.0
global,651,-0.6005367845157161,0.8230971481058146,0.0,0.0,0.00463370127947965629198863856146,0.00463370127947965629198863856146,-1.32916311570961189913906503921e-92,-9.75517320525104667831641551874e-93,-0.0000586865122852367191669121975823,0.0,0.0,-0.0000586865122852367191669121975823,0.00000538165472732507405301591877896,0.00000538165472732507405301591877896,-1.88831250875546313067602289442e-96,0.00000539414256563354583463848695252,0.299394771186359659492420305095,0.319308907046284622933534875973,0.301008798713901563738971977705,-0.0000586865122852367191669121975823,-0.0000586865122852367191669121975823,0.0,-2.53080092435610444863690330161e-180,2.4446330662847860129914102525e-182,-0.0000586865122852367191669121975823,-0.000722206995335164053946038386495,-0.000663520483049927334779126188912,-2.53080092435610444863690330161e-180,3.41248418398357614328524174837e-182,2.4446330662847860129914102525e-182,1.0
global,652,-0.598926766326666,0.8201642901478239,0.0,0.0,0.0046189570976254135893153890762,0.0046189570976254135893153890762,-1.32360143015841193095913689216e-92,-9.69955634973904699651713404821e-93,-0.0000584997750405730005271636420379,0.0,0.0,-0.0000584997750405730005271636420379,0.0000053645305069975569898510412898,0.0000053645305069975569898510412898,-1.87754666902763433773683871142e-96,0.00000537693893906013757787825628764,0.298439911709783030943749807935,0.318347948125621301184798899654,0.300051000183362960174804659474,-0.0000584997750405730005271636420379,-0.0000584997750405730005271636420379,0.0,3.68121925704764790698317842612e-180,-2.10573808525469293393411727887e-181,-0.0000584997750405730005271636420379,-0.000719918892411475666476986856615,-0.000661419117370902665949823214578,3.68121925704764790698317842612e-180,-2.57936735561793065726939652153e-181,-9.0077815270325087506374226151e-182,1.0
global,653,-0.5973167481376158,0.8172361503453143,0.0,0.0,0.00460422264347454746983271370081,0.00460422264347454746983271370081,-1.31806649757458930888961425828e-92,-9.64420702390082077582190770942e-93,-0.0000583131609987118115092494695945,0.0,0.0,-0.0000583131609987118115092494695945,0.00000534741758522672362676688749198,0.00000534741758522672362676688749198,-1.86683261589440403133972318253e-96,0.00000535974691683891140040156325284,0.297485696281190620170375827901,0.317387427973538598244204593069,0.299093833608077318726673928647,-0.0000583131609987118115092494695945,-0.0000583131609987118115092494695945,0.0,0.0,-9.91311946463677216278917532895e-182,-0.0000583131609987118115092494695945,-0.000717632236176888667604177379978,-0.000659319075178176856094927910383,0.0,-6.6837621258712801702966114244e-182,-9.91311946463677216278917532895e-182,1.0
global,654,-0.5957067299485657,0.8143127211080813,0.0,0.0,0.00458949794258833760473904389987,0.00458949794258833760473904389987,-1.31255818677092861294443197016e-92,-9.5891239158642138163700848282e-93,-0.0000581266704833905410755011206258,0.0,0.0,-0.0000581266704833905410755011206258,0.00000533031599169884937164575641575,0.00000533031599169884937164575641575,-1.85617009541028370635662097648e-96,0.00000534256652828722098527851806941,0.296532126527861316518585365355,0.316427347694051707996379800801,0.298137300648468905084735077505,-0.0000581266704833905410755011206258,-0.0000581266704833905410755011206258,0.0,-3.68132770425384043067694437788e-180,2.35490826661970060577572070653e-182,-0.0000581266704833905410755011206258,-0.00071534703071973915663936552873,-0.000657220360236348615563864408104,-3.68132770425384043067694437788e-180,-4.00084352604970996109304204982e-183,2.35490826661970060577572070653e-182,1.0
global,655,-0.5940967117595155,0.8113939948581312,0.0,0.0,0.00457478302053487539981466394886,0.00457478302053487539981466394886,-1.30707636719901959336591881081e-92,-9.53430572014512362058495323472e-93,-0.0000579403038184328498145613819477,0.0,0.0,-0.0000579403038184328498145613819477,0.00000531322575610811763834819362968,0.00000531322575610811763834819362968,-1.84555885486636148411694722255e-96,0.00000532539780272895500981153735516,0.295579204077436902325728706838,0.315467708391825177907735016637,0.297181402965404298595507878396,-0.0000579403038184328498145613819477,-0.0000579403038184328498145613819477,0.0,2.99112277352087932535240582677e-180,-5.16211777745274158399118789479e-182,-0.0000579403038184328498145613819477,-0.000713063280129786944144697080046,-0.000655122976311354094330135698098,2.99112277352087932535240582677e-180,-9.23724167043830093958246473266e-182,-5.16211777745274158399118789479e-182,1.0
global,656,-0.5924866935704654,0.8084799640296613,0.0,0.0,0.00456007790288835697004259370557,0.00456007790288835697004259370557,-1.30162090894607852185097296732e-92,-9.47975113761571290543549479987e-93,-0.0000577540613277397153603497205443,0.0,0.0,-0.0000577540613277397153603497205443,0.00000529614690815579869724217377619,0.00000529614690815579869724217377619,-1.83499864278414894907122247666e-96,0.00000530824076949371461130965239686,0.294626930557876399164076003667,0.314508511172154185419624200609,0.296226142220146463411309431649,-0.0000577540613277397153603497205443,-0.0000577540613277397153603497205443,0.0,-1.38053850399533613933365476686e-180,1.26673766346838610974019404901e-181,-0.0000577540613277397153603497205443,-0.000710780988498105276168031012079,-0.000653026927170365560807681291534,-1.38053850399533613933365476686e-180,1.62151834673426480187829763078e-181,1.26673766346838610974019404901e-181,1.0
global,657,-0.5908766753814152,0.8055706210690396,0.0,0.0,0.00454538261522809193732997121235,0.00454538261522809193732997121235,-1.29619168273168284840267010921e-92,-9.42545887547175617095246621872e-93,-0.0000575679433352768786685499714411,0.0,0.0,-0.0000575679433352768786685499714411,0.00000527907947754909847661917070805,0.00000527907947754909847661917070805,-1.82448920890926017115900592958e-96,0.00000529109545791565938143893159544,0.293675307597392016285294300963,0.313549757140945601410650847807,0.295271520074290359204730062581,-0.0000575679433352768786685499714411,-0.0000575679433352768786685499714411,0.0,2.07083818733226572864459093243e-180,2.51964888239821807476190479093e-182,-0.0000575679433352768786685499714411,-0.000708500159916926430862327918954,-0.000650932216581649552193777947513,2.07083818733226572864459093243e-180,4.51859974706790772076390631509e-182,2.51964888239821807476190479093e-182,1.0
global,658,-0.5892666571923648,0.802665958434786,0.0,0.0,0.00453069718313872074731239708665,0.00453069718313872074731239708665,-1.29078855990497012059602050522e-92,-9.37142764720462889288597017888e-93,-0.0000573819501650775963660905307028,0.0,0.0,-0.0000573819501650775963660905307028,0.00000526202349400141096496268667354,0.00000526202349400141096496268667354,-1.8140303042059894091087246916e-96,0.00000527396189733376344553471097798,0.292724336824463363554006531067,0.312591447404699563966365817003,0.294317538189777058630174819684,-0.0000573819501650775963660905307028,-0.0000573819501650775963660905307028,0.0,-2.0708685987091354315016553732e-180,9.60128901334172123935104116918e-182,-0.0000573819501650775963660905307028,-0.000706220798479674867190222905101,-0.000648838848314597270824132374398,-2.0708685987091354315016553732e-180,8.02522142578206527489839611169e-182,9.60128901334172123935104116918e-182,1.0
global,659,-0.5876566390033147,0.7997659685975537,0.0,0.0,0.00451602163220929475025398296997,0.00451602163220929475025398296997,-1.28541141244143042826734299507e-92,-9.31765617256923196959919507734e-93,-0.000057196082141230989839636569786,0.0,0.0,-0.000057196082141230989839636569786,0.0000052449789872312498024818692492,0.0000052449789872312498024818692492,-1.80362168085110199604660687291e-96,0.00000525684011709074473881340832783,0.291774019867778022303477604886,0.311633583070490091471302234734,0.293364198228833988687292306323,-0.000057196082141230989839636569786,-0.000057196082141230989839636569786,0.0,-9.20399551142101498271509604068e-181,6.24028627178893180512398194718e-182,-0.000057196082141230989839636569786,-0.000703942908280823856473782760499,-0.000646746826139592866634146190713,-9.20399551142101498271509604068e-181,8.73125263626142585626775647342e-182,6.24028627178893180512398194718e-182,1.0
global,660,-0.5860466208142645,0.7968706440401068,0.0,0.0,0.00450135598803306719984149894359,0.00450135598803306719984149894359,-1.28006011293997738089136807535e-92,-9.26414317755470149583944588018e-93,-0.0000570103395878793982043950780726,0.0,0.0,-0.0000570103395878793982043950780726,0.00000522794598696200554847789005917,0.00000522794598696200554847789005917,-1.79326309222816438619612151337e-96,0.00000523973014653282378624813892846,0.290824358356218156451117648454,0.310676165245945921487193471065,0.292411501853961354105201836508,-0.0000570103395878793982043950780726,-0.0000570103395878793982043950780726,0.0,9.20413049493399274496537791341e-181,-2.650558836007932849224140358e-182,-0.0000570103395878793982043950780726,-0.000701666493415862439008218301885,-0.000644656153827983040803823223812,9.20413049493399274496537791341e-181,1.77684521303972412977955691036e-182,-2.650558836007932849224140358e-182,1.0
global,661,-0.5844366026252144,0.7939799772573035,0.0,0.0,0.00448670027620643144631907528232,0.00448670027620643144631907528232,-1.27473453461972291509818013821e-92,-9.21088739435215683790756650873e-93,-0.0000568247228292049303630659155436,0.0,0.0,-0.0000568247228292049303630659155436,0.00000521092452292071248166377607477,0.00000521092452292071248166377607477,-1.78295429292130090245984662433e-96,0.0000052226320150084875910778692199,0.289875353918791903755552232458,0.309719195039231574021376681719,0.291459450727863161539862103084,-0.0000568247228292049303630659155436,-0.0000568247228292049303630659155436,0.0,1.61074644307615905320657124339e-180,2.32475485033881124761307094108e-182,-0.0000568247228292049303630659155436,-0.000699391557981129994345371918762,-0.000642566835151925063982306003218,1.61074644307615905320657124339e-180,-2.49464361036040738750507327812e-182,2.32475485033881124761307094108e-182,1.0
global,662,-0.5828265844361642,0.7910939607560756,0.0,0.0,0.00447205452232885430790155587418,0.00447205452232885430790155587418,-1.26943455131713217277328774147e-92,-9.15788756132624941465864254135e-93,-0.0000566392321894286211449338818312,0.0,0.0,-0.0000566392321894286211449338818312,0.00000519391462483797122250048455989,0.00000519391462483797122250048455989,-1.77269503870968619342302917175e-96,0.00000520554575186841464283076096057,0.288927008184629213143032310605,0.308762673559027893942852880904,0.290508046513442891656572660403,-0.0000566392321894286211449338818312,-0.0000566392321894286211449338818312,0.0,-3.45165007252473300849959000227e-180,6.41238137934327594683276353536e-182,-0.0000566392321894286211449338818312,-0.000697118106073805265314445408681,-0.00064047887388437664416951152685,-3.45165007252473300849959000227e-180,7.66043863370106230785755992479e-182,6.41238137934327594683276353536e-182,1.0
global,663,-0.581216566247114,0.788212587055409,0.0,0.0,0.00445741875200209879621122587532,0.00445741875200209879621122587532,-1.26416003748293440063333440055e-92,-9.10514242298427169325910913214e-93,-0.0000564538679928005870085229868234,0.0,0.0,-0.0000564538679928005870085229868234,0.00000517691632244704599586824113014,0.00000517691632244704599586824113014,-1.76248508656156541876602520646e-96,0.00000518847138646457089326047192302,0.287979322782931667928317260906,0.307806601914512695849687828366,0.289557290873753006875709632194,-0.0000564538679928005870085229868234,-0.0000564538679928005870085229868234,0.0,3.45170059045212629908348592395e-180,-6.62933888673016279214938989651e-182,-0.0000564538679928005870085229868234,-0.000694846141791785060422647676295,-0.000638392273798984473414124689472,3.45170059045212629908348592395e-180,-9.4961197809473998194178968653e-182,-6.62933888673016279214938989651e-182,1.0
global,664,-0.5796065480580639,0.7853358486863244,0.0,0.0,0.00444279299083015764850677076627,0.00444279299083015764850677076627,-1.25891086817930631542860555325e-92,-9.0526507299479908412118206591e-93,-0.0000562686305635991842174419586238,0.0,0.0,-0.0000562686305635991842174419586238,0.00000515992964548378744038696660729,0.00000515992964548378744038696660729,-1.75232419462880185152331980693e-96,0.00000517140894815013504236402016138,0.287032299342968338559170891582,0.30685098121534128654190512547,0.288607185471990633913708460358,-0.0000562686305635991842174419586238,-0.0000562686305635991842174419586238,0.0,-2.30116738304652181606775494228e-180,-7.24858709425476863539209971378e-182,-0.0000562686305635991842174419586238,-0.000692575669233673279912676007542,-0.000636307038670074095695234048918,-2.30116738304652181606775494228e-180,-9.24900885727962361593862073869e-182,-7.24858709425476863539209971378e-182,1.0
global,665,-0.5779965298690137,0.7824637381918585,0.0,0.0,0.00442817726441833412966465737629,0.00442817726441833412966465737629,-1.25368691907676276462231861242e-92,-9.00041123892255533314895125089e-93,-0.0000560835202261193670614782227706,0.0,0.0,-0.0000560835202261193670614782227706,0.00000514295462368556503837510157463,0.00000514295462368556503837510157463,-1.74221212224085788917615891709e-96,0.00000515435846627842906432575834074,0.286085939494016422784015613794,0.305895812571626708494062884063,0.28765773197143785204161651272,-0.0000560835202261193670614782227706,-0.0000560835202261193670614782227706,0.0,-1.15060050826260424928788407855e-180,4.81130851974580929512328696505e-182,-0.0000560835202261193670614782227706,-0.000690306692498637556445075009756,-0.000634223172272518189383596786986,-1.15060050826260424928788407855e-180,8.06052298630603330396686412978e-182,4.81130851974580929512328696505e-182,1.0
global,666,-0.5763865116799636,0.7795962481270436,0.0,0.0,0.00441357159837253619647192482542,0.00441357159837253619647192482542,-1.24848806645114210414300894847e-92,-8.94842271266634872835585461136e-93,-0.0000558985373046637483429339711976,0.0,0.0,-0.0000558985373046637483429339711976,0.00000512599128679044734964989543813,0.00000512599128679044734964989543813,-1.7321486298989594111846125608e-96,0.00000513731997020209773519724943693,0.285140244865315706252072922822,0.304941097093920319851407613046,0.286708932035415841604181765014,-0.0000558985373046637483429339711976,-0.0000558985373046637483429339711976,0.0,4.60246925468842743591283257693e-181,6.61168810646817877761515588747e-183,-0.0000558985373046637483429339711976,-0.000688039215686298994400930342867,-0.000632140678381635246057996371669,4.60246925468842743591283257693e-181,3.38894981030093079057292973631e-182,6.61168810646817877761515588747e-183,1.0
global,667,-0.5747764934909134,0.7767333710588893,0.0,0.0,0.00439897601829963668647221413776,0.00439897601829963668647221413776,-1.2433141871809855808013756504e-92,-8.89668391996478349493952163063e-93,-0.0000557136821235471612216529732551,0.0,0.0,-0.0000557136821235471612216529732551,0.00000510903966453762034945524511762,0.00000510903966453762034945524511762,-1.72213347927102281807779497928e-96,0.00000512029348927353180286438604546,0.284195217086092049494178055825,0.303986835893191556458020480983,0.285760787327308282659025213356,-0.0000557136821235471612216529732551,-0.0000557136821235471612216529732551,0.0,3.45190232316540292541296891318e-180,-7.27065056958224865355989222509e-182,-0.0000557136821235471612216529732551,-0.000685773242896787392318716699297,-0.000630059560773240231097063726041,3.45190232316540292541296891318e-180,-1.16730493465920949453067579806e-181,-7.27065056958224865355989222509e-182,1.0
global,668,-0.573166475301863,0.7738750995663622,0.0,0.0,0.0043843905498057017536219659368,0.0043843905498057017536219659368,-1.23816515874417316731121592221e-92,-8.84519363559665936003792434874e-93,-0.0000555289550070742220904939993455,0.0,0.0,-0.0000555289550070742220904939993455,0.0000050920997866653299022051464876,0.0000050920997866653299022051464876,-1.71216643318514277654601147097e-96,0.00000510327905284280438452642357783,0.283250857785442850543417181965,0.303033030080808582160457002591,0.284813299510446272620342288474,-0.0000555289550070742220904939993455,-0.0000555289550070742220904939993455,0.0,0.0,-8.31793019845996684925777676166e-182,-0.0000555289550070742220904939993455,-0.000683508778230465502810665383173,-0.000627979823223391280720171383827,0.0,-4.34209194444806757542156622465e-182,-8.31793019845996684925777676166e-182,1.0
global,669,-0.5715564571128129,0.7710214262403685,0.0,0.0,0.00436981521849649338441380482171,0.00436981521849649338441380482171,-1.23304085921538326794664892825e-92,-8.79395064030876036639225440914e-93,-0.0000553443562795456950163834039299,0.0,0.0,-0.0000553443562795456950163834039299,0.00000507517168291146540165968140956,0.00000507517168291146540165968140956,-1.70224725562467474370128691938e-96,0.00000508627669025826028563105625268,0.282307168592369753735509167425,0.302079680768517873416927086153,0.28386647024814097064750753827,-0.0000553443562795456950163834039299,-0.0000553443562795456950163834039299,0.0,-2.53146885556815761023436912025e-180,-2.95944749059265310357323551626e-182,-0.0000553443562795456950163834039299,-0.000681245825788006321832366529773,-0.000625901469508460626815983125843,-2.53146885556815761023436912025e-180,-3.03593420506125049988824955545e-182,-2.95944749059265310357323551626e-182,1.0
global,670,-0.5699464389237627,0.7681723436837327,0.0,0.0,0.00435525004997633762967461433291,0.00435525004997633762967461433291,-1.22794116726298745992860592719e-92,-8.74295372078480228621182439853e-93,-0.0000551598862652441577285866499245,0.0,0.0,-0.0000551598862652441577285866499245,0.00000505825538301224531807623741931,0.00000505825538301224531807623741931,-1.69237571172222388323374949637e-96,0.00000506928643086519889707125485018,0.281364151135705545591913436318,0.301126789068424281940331516495,0.282920301203610077158714089878,-0.0000551598862652441577285866499245,-0.0000551598862652441577285866499245,0.0,-3.68219014851950825314353943068e-180,-3.2815742303738613688230061813e-182,-0.0000551598862652441577285866499245,-0.000678984389670216640777212889487,-0.000623824503404972483048626239563,-3.68219014851950825314353943068e-180,-1.37676086043475313367025270538e-182,-3.2815742303738613688230061813e-182,1.0
global,671,-0.5683364207347126,0.765327844511179,0.0,0.0,0.0043406950698479877589648903814,0.0043406950698479877589648903814,-1.22286596214631162377328640485e-92,-8.69220166961804392465862917511e-93,-0.0000549755452884322684489290890499,0.0,0.0,-0.0000549755452884322684489290890499,0.00000504135091670205827008824341637,0.00000504135091670205827008824341637,-1.68255156775434320695311594327e-96,0.0000050523083040057177664544669878,0.280421807044105472067760450989,0.300174356092970555738833375853,0.281974794039968944601677550729,-0.0000549755452884322684489290890499,-0.0000549755452884322684489290890499,0.0,-2.30140233944623871429032985189e-181,-3.17272775209162661252856312553e-182,-0.0000549755452884322684489290890499,-0.000676724473978015049069892140612,-0.000621748928689582780620963051562,-2.30140233944623871429032985189e-181,-8.56651202048290838728157238902e-182,-3.17272775209162661252856312553e-182,1.0
global,672,-0.5667264025456624,0.7624879213493133,0.0,0.0,0.00432615030371206116336700850634,0.00432615030371206116336700850634,-1.2178151237127608328436292522e-92,-8.64169328528253601536205764865e-93,-0.0000547913336733456341822961541379,0.0,0.0,-0.0000547913336733456341822961541379,0.00000502445831371280903888868554584,0.00000502445831371280903888868554584,-1.67277459113596799426371348585e-96,0.00000503534233901805898639981847194,0.279480137946010960440822014543,0.299222382954917531149981160327,0.281029950420193998465393546442,-0.0000547913336733456341822961541379,-0.0000547913336733456341822961541379,0.0,-1.3808614878290897413554900549e-180,1.49516817802556256450407251604e-182,-0.0000547913336733456341822961541379,-0.00067446608281234374550997321144,-0.000619674749138998111327677057303,-1.3808614878290897413554900549e-180,5.80122311277207944358491097223e-182,1.49516817802556256450407251604e-182,1.0
global,673,-0.5651163843566123,0.7596525668366026,0.0,0.0,0.00431161577716569486336967140044,0.00431161577716569486336967140044,-1.2127885323946896282777591581e-92,-8.59142737210182396970335670769e-93,-0.0000546072517441757825250651631939,0.0,0.0,-0.0000546072517441757825250651631939,0.00000500757760377235705382763676407,0.00000500757760377235705382763676407,-1.66304455041435735184606003351e-96,0.00000501838856523504419725771685938,0.278539145469562756172191562414,0.298270870767323283379617077273,0.280085772007035398051168695679,-0.0000546072517441757825250651631939,-0.0000546072517441757825250651631939,0.0,2.76176311628579469843165685821e-180,1.49075548296006656087051401378e-182,-0.0000546072517441757825250651631939,-0.000672209220273958999831417642561,-0.000617601968529783217306352479367,2.76176311628579469843165685821e-180,1.1414171236082996065471325848e-182,1.49075548296006656087051401378e-182,1.0
global,674,-0.5635063661675621,0.756821773623357,0.0,0.0,0.00429709151580326155074060095116,0.00429709151580326155074060095116,-1.20778606920700212196453326929e-92,-8.54140274022494890657109781958e-93,-0.0000544232998250792304413651486166,0.0,0.0,-0.0000544232998250792304413651486166,0.00000499070881660534802645839257137,0.00000499070881660534802645839257137,-1.65336121526444851254838044324e-96,0.00000500144701198491318770676379492,0.277598831242647467664735254416,0.297319820643523269353734371461,0.279142260463063551750519406746,-0.0000544232998250792304413651486166,-0.0000544232998250792304413651486166,0.0,2.76180322914642089231963638071e-180,2.24973903422537918584257640264e-182,-0.0000544232998250792304413651486166,-0.000669953890463541542662481753845,-0.000615530590638462312221116605229,2.76180322914642089231963638071e-180,4.55390130759187574983237433317e-182,2.24973903422537918584257640264e-182,1.0
global,675,-0.561896347978512,0.75399553437171,0.0,0.0,0.00428257754521488321257143510948,0.00428257754521488321257143510948,-1.20280761574400218280687696446e-92,-8.49161820559494951499453477121e-93,-0.0000542394782401586590916882872516,0.0,0.0,-0.0000542394782401586590916882872516,0.00000497385198193148764948514174297,0.00000497385198193148764948514174297,-1.64372435648275951144889581431e-96,0.00000498451770858959351617331714947,0.276659196892801523880312110249,0.296369233697108621774426167072,0.278199417450572560905414012101,-0.0000542394782401586590916882872516,-0.0000542394782401586590916882872516,0.0,2.53168970465414237791278092359e-180,-1.67983946651657031656849583566e-181,-0.0000542394782401586590916882872516,-0.000667700097481464965868679165184,-0.000613460619241306306776990877932,2.53168970465414237791278092359e-180,-1.94393926618650613403697219597e-181,-4.74879533965128257698120818303e-182,1.0
global,676,-0.5602863297894618,0.7511738417555995,0.0,0.0,0.00426807389098657895234106298578,0.00426807389098657895234106298578,-1.1978530541768233044388356635e-92,-8.44207258992316073131412176162e-93,-0.0000540557873134647860085279480037,0.0,0.0,-0.0000540557873134647860085279480037,0.00000495700712946571328721534696251,0.00000495700712946571328721534696251,-1.63413374598241396027290834558e-96,0.00000496760068436487639963081794865,0.275720244047220936313763270479,0.295419111041906951917798107174,0.277257244631589822865220910447,-0.0000540557873134647860085279480037,-0.0000540557873134647860085279480037,0.0,1.15078473803295971303174486492e-180,-6.31530208790236386689447648562e-182,-0.0000540557873134647860085279480037,-0.000665447845427817858965147311652,-0.000611392058114353072956619363648,1.15078473803295971303174486492e-180,-4.50683256022658504440775030906e-182,-6.31530208790236386689447648562e-182,1.0
global,677,-0.5586763116004116,0.7483566884607495,0.0,0.0,0.00425358057869892100249613465352,0.00425358057869892100249613465352,-1.19292226725036066108298596081e-92,-8.39276472065853429775562473472e-93,-0.0000538722273689793432968607971079,0.0,0.0,-0.0000538722273689793432968607971079,0.00000494017428891663304798304011405,0.00000494017428891663304798304011405,-1.6245891567872022018700785274e-96,0.00000495069596861885259041844457804,0.274781974332674484332486434659,0.294469453791960243895944363715,0.276315743667788724580305786638,-0.0000538722273689793432968607971079,-0.0000538722273689793432968607971079,0.0,-3.91272481724379113343687205321e-180,3.05137863779048651260570431336e-182,-0.0000538722273689793432968607971079,-0.000663197138402194277068209107015,-0.000609324911033214933771348309907,-3.91272481724379113343687205321e-180,4.6480388023224571606816223814e-182,3.05137863779048651260570431336e-182,1.0
global,678,-0.5570662934113613,0.7455440671846498,0.0,0.0,0.00423909763392739584763227837132,0.00423909763392739584763227837132,-1.18801513828080080230534994761e-92,-8.34369343096293570997926460278e-93,-0.0000536887987306196513126670000515,0.0,0.0,-0.0000536887987306196513126670000515,0.00000492335348998694520845023915676,0.00000492335348998694520845023915676,-1.61509036302679932336781574954e-96,0.00000493380359065233716055091408347,0.273844389375527291691769481134,0.29352026306150463215145282431,0.275374916220512102004672193749,-0.0000536887987306196513126670000515,-0.0000536887987306196513126670000515,0.0,2.76196340148111923127803212721e-180,-1.06949019404071474732012899795e-181,-0.0000536887987306196513126670000515,-0.000660947980503748975165714314537,-0.000607259181773129323853047314485,2.76196340148111923127803212721e-180,-1.14494727966069640945397938661e-181,-1.06949019404071474732012899795e-181,1.0
global,679,-0.5554562752223111,0.7427359706365394,0.0,0.0,0.00422462508224098945417846104169,0.00422462508224098945417846104169,-1.1831315511525600864823571583e-92,-8.29485755968052855174933670968e-93,-0.0000535055017222207003875598913078,0.0,0.0,-0.0000535055017222207003875598913078,0.00000490654476237179507760737772383,0.00000490654476237179507760737772383,-1.60563713993083865815208041472e-96,0.0000049169235797572229635074309041,0.272907490801649437538937026738,0.292571539964949855266700711725,0.274434763950680335576178268861,-0.0000535055017222207003875598913078,-0.0000535055017222207003875598913078,0.0,3.45250421803557213135702770319e-180,-1.39941269510429928565585301698e-181,-0.0000535055017222207003875598913078,-0.000658700375830976847474384541169,-0.000605194874108756147086824649861,3.45250421803557213135702770319e-180,-1.90746098697840583733288857728e-181,-1.39941269510429928565585301698e-181,1.0
global,680,-0.553846257033261,0.7399323915373848,0.0,0.0,0.00421016294920226442732021621376,0.00421016294920226442732021621376,-1.17827139031574490351341440889e-92,-8.2462559513123767220599092155e-93,-0.0000533223366675361280326344321135,0.0,0.0,-0.0000533223366675361280326344321135,0.00000488974813575886461688176396693,0.00000488974813575886461688176396693,-1.59622926382399532327505009899e-96,0.00000490005596521657431234771514277,0.271971280236421155385474319626,0.291623285616857150212460245211,0.273495288518796362883189395635,-0.0000533223366675361280326344321135,-0.0000533223366675361280326344321135,0.0,4.60340553196259089749765940023e-181,8.59740088594138041271648190484e-182,-0.0000533223366675361280326344321135,-0.000656454328481724036762025929107,-0.000603131991814187908729391496993,4.60340553196259089749765940023e-181,5.28346689175388168391404670696e-182,8.59740088594138041271648190484e-182,1.0
global,681,-0.5522362388442108,0.7371333226198628,0.0,0.0,0.00419571126036608760595700203895,0.00419571126036608760595700203895,-1.17343454078317011827794170382e-92,-8.19788745598662886970518216483e-93,-0.0000531393038902221037403430890694,0.0,0.0,-0.0000531393038902221037403430890694,0.0000048729636398268946505648440692,0.0000048729636398268946505648440692,-1.58686651212021460011064851852e-96,0.00000488320077630314665626297540903,0.271035759304650669579783145186,0.290675501131919086391266391379,0.272556491584863022365246560035,-0.0000531393038902221037403430890694,-0.0000531393038902221037403430890694,0.0,-2.0715624267424386795077988856e-180,-3.06020402792147851987282131788e-182,-0.0000531393038902221037403430890694,-0.000654209842552989441018848826402,-0.000601070538662767337278505737332,-2.0715624267424386795077988856e-180,1.64740615778517468986184084404e-183,-3.06020402792147851987282131788e-182,1.0
global,682,-0.5506262206551606,0.7343387566283411,0.0,0.0,0.00418127004128041769100571631971,0.00418127004128041769100571631971,-1.16862088812808277330570617119e-92,-8.14975092943575541998282683855e-93,-0.0000529564037138473044134936280404,0.0,0.0,-0.0000529564037138473044134936280404,0.00000485619130424659964256745511102,0.00000485619130424659964256745511102,-1.57754866331830549545795696414e-96,0.00000486635804228030898317222761217,0.270100929630625391325239308244,0.289728187624937784702402299364,0.271618374808434218961206495913,-0.0000529564037138473044134936280404,-0.0000529564037138473044134936280404,0.0,-4.60353853965623308227662554083e-181,1.64740615778517468986184084404e-182,-0.0000529564037138473044134936280404,-0.000651966922141046142188472152409,-0.000599010518427198837774978524368,-4.60353853965623308227662554083e-181,4.00084352604970996109304204982e-183,-1.04021931677292458988419093295e-181,1.0
global,683,-0.5490162024661105,0.7315486863188605,0.0,0.0,0.00416683931748410968202593477524,0.00416683931748410968202593477524,-1.16383031848090054777872117458e-92,-8.10184523296393316471297687246e-93,-0.0000527736364618651072302625360883,0.0,0.0,-0.0000527736364618651072302625360883,0.00000483943115867811773162073073349,0.00000483943115867811773162073073349,-1.56827549699562715491405243741e-96,0.0000048495277923994869399433599955,0.269166792837970002558212261794,0.288781346210803833345702886029,0.270680939848472298489459563724,-0.0000527736364618651072302625360883,-0.0000527736364618651072302625360883,0.0,2.30180248626436029228382583131e-181,-1.55319511813683501228536682077e-181,-0.0000527736364618651072302625360883,-0.000649725571341099503363645572628,-0.000596951934879234396133383036539,2.30180248626436029228382583131e-181,-1.02374525519507284298557252451e-181,-1.55319511813683501228536682077e-181,1.0
